date,octree,point_type,encoder,npoints,operation,kernel,radius,num_searches,sequential_searches,repeats,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule,l1d_miss,l2d_miss,l3_miss
2025-07-09-14:54:50,Octree,Point,MortonEncoder3D,10000000,neighborsPtr,square,3,10000,random,5,18.7353,3.74706,3.74596,0.0182279,1,3.71297,331283,0,40,dynamic,156737368,205685520,118345308
2025-07-09-14:54:51,Octree,Point,MortonEncoder3D,10000000,neighborsPtr,cube,0.5,10000,random,5,0.431841,0.0863681,0.0863137,0.000616521,1,0.0868512,6671,0,40,dynamic,4469146,5430917,2991386
2025-07-09-14:54:52,Octree,Point,MortonEncoder3D,10000000,neighborsPtr,cube,1,10000,random,5,1.54445,0.30889,0.309184,0.00228447,1,0.309111,27041,0,40,dynamic,16036406,19762112,10578906
2025-07-09-14:55:00,Octree,Point,MortonEncoder3D,10000000,neighborsPtr,cube,2,10000,random,5,5.97117,1.19423,1.19685,0.00611635,1,1.18808,108267,0,40,dynamic,54848392,69591206,39502271
2025-07-09-14:55:15,Octree,Point,MortonEncoder3D,10000000,neighborsPtr,cube,3,10000,random,5,13.0036,2.60072,2.6099,0.0193582,1,2.58098,240046,0,40,dynamic,113697079,147386662,86707207
2025-07-09-14:55:16,LinearOctree,Point,MortonEncoder3D,10000000,neighbors,circle,0.5,10000,random,5,0.78341,0.156682,0.15651,0.00139586,1,0.158414,13370,0,40,dynamic,8423801,10313575,5004969
2025-07-09-14:55:19,LinearOctree,Point,MortonEncoder3D,10000000,neighbors,circle,1,10000,random,5,2.05496,0.410992,0.411189,0.0026989,1,0.412345,41890,0,40,dynamic,22253136,26985786,12668956
2025-07-09-14:55:26,LinearOctree,Point,MortonEncoder3D,10000000,neighbors,circle,2,10000,random,5,6.098,1.2196,1.21886,0.00643803,1,1.22206,134263,0,40,dynamic,58524394,72455904,35044497
2025-07-09-14:55:40,LinearOctree,Point,MortonEncoder3D,10000000,neighbors,circle,3,10000,random,5,11.658,2.3316,2.33444,0.0140598,1,2.32392,267895,0,40,dynamic,105319892,132539090,66012105
2025-07-09-14:55:41,LinearOctree,Point,MortonEncoder3D,10000000,neighborsPrune,circle,0.5,10000,random,5,0.530128,0.106026,0.105731,0.00064723,1,0.106716,13370,0,40,dynamic,6119366,7505112,3290514
2025-07-09-14:55:42,LinearOctree,Point,MortonEncoder3D,10000000,neighborsPrune,circle,1,10000,random,5,1.00844,0.201688,0.201538,0.00165873,1,0.201852,41890,0,40,dynamic,12000063,14260075,5840962
2025-07-09-14:55:45,LinearOctree,Point,MortonEncoder3D,10000000,neighborsPrune,circle,2,10000,random,5,2.23779,0.447559,0.446735,0.00319085,1,0.449478,134263,0,40,dynamic,22941401,26987392,11330001
2025-07-09-14:55:49,LinearOctree,Point,MortonEncoder3D,10000000,neighborsPrune,circle,3,10000,random,5,3.77501,0.755003,0.755322,0.00203239,1,0.751986,267895,0,40,dynamic,33882664,40756033,19039410
2025-07-09-14:55:50,LinearOctree,Point,MortonEncoder3D,10000000,neighborsStruct,circle,0.5,10000,random,5,0.47121,0.094242,0.0941065,0.000764513,1,0.0947215,13370,0,40,dynamic,3927908,5493632,3173231
2025-07-09-14:55:51,LinearOctree,Point,MortonEncoder3D,10000000,neighborsStruct,circle,1,10000,random,5,0.775669,0.155134,0.15398,0.00240323,1,0.153763,41890,0,40,dynamic,6221237,8807540,5122685
2025-07-09-14:55:52,LinearOctree,Point,MortonEncoder3D,10000000,neighborsStruct,circle,2,10000,random,5,1.26338,0.252676,0.25283,0.00092767,1,0.253325,134263,0,40,dynamic,10222862,14585564,8598329
2025-07-09-14:55:54,LinearOctree,Point,MortonEncoder3D,10000000,neighborsStruct,circle,3,10000,random,5,1.70283,0.340567,0.340587,0.00140808,1,0.340078,267895,0,40,dynamic,13628731,19430037,11515734
2025-07-09-14:55:55,LinearOctree,Point,MortonEncoder3D,10000000,neighbors,sphere,0.5,10000,random,5,0.249763,0.0499526,0.0497471,0.000427053,1,0.0501969,5014,0,40,dynamic,3050631,3468969,1620835
2025-07-09-14:55:56,LinearOctree,Point,MortonEncoder3D,10000000,neighbors,sphere,1,10000,random,5,0.891501,0.1783,0.177893,0.00171097,1,0.176834,20205,0,40,dynamic,10839357,12617753,5655323
2025-07-09-14:56:00,LinearOctree,Point,MortonEncoder3D,10000000,neighbors,sphere,2,10000,random,5,3.50942,0.701884,0.702663,0.00411211,1,0.69953,80809,0,40,dynamic,36890186,44763200,21342612
2025-07-09-14:56:09,LinearOctree,Point,MortonEncoder3D,10000000,neighbors,sphere,3,10000,random,5,7.67609,1.53522,1.53934,0.00949496,1,1.53028,179052,0,40,dynamic,74931185,92791416,45476644
2025-07-09-14:56:09,LinearOctree,Point,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,10000,random,5,0.1432,0.02864,0.028678,0.000182565,1,0.0287734,5014,0,40,dynamic,1747450,1850849,838887
2025-07-09-14:56:10,LinearOctree,Point,MortonEncoder3D,10000000,neighborsPrune,sphere,1,10000,random,5,0.353522,0.0707044,0.0707357,0.000377507,1,0.0700352,20205,0,40,dynamic,5252488,5652974,1970635
2025-07-09-14:56:11,LinearOctree,Point,MortonEncoder3D,10000000,neighborsPrune,sphere,2,10000,random,5,1.06036,0.212072,0.212116,0.00174938,1,0.210352,80809,0,40,dynamic,13333057,14858868,5357381
2025-07-09-14:56:14,LinearOctree,Point,MortonEncoder3D,10000000,neighborsPrune,sphere,3,10000,random,5,2.21201,0.442402,0.441281,0.00345448,1,0.440366,179052,0,40,dynamic,22441524,26021600,10944633
2025-07-09-14:56:14,LinearOctree,Point,MortonEncoder3D,10000000,neighborsStruct,sphere,0.5,10000,random,5,0.131678,0.0263356,0.0263543,0.000100297,1,0.0267748,5014,0,40,dynamic,1054457,1392095,872723
2025-07-09-14:56:14,LinearOctree,Point,MortonEncoder3D,10000000,neighborsStruct,sphere,1,10000,random,5,0.283811,0.0567623,0.0566986,0.00020813,1,0.0566252,20205,0,40,dynamic,2261702,3066212,1925832
2025-07-09-14:56:15,LinearOctree,Point,MortonEncoder3D,10000000,neighborsStruct,sphere,2,10000,random,5,0.61635,0.12327,0.123278,0.00103556,1,0.122573,80809,0,40,dynamic,4966157,6859055,4208581
2025-07-09-14:56:16,LinearOctree,Point,MortonEncoder3D,10000000,neighborsStruct,sphere,3,10000,random,5,0.952186,0.190437,0.190645,0.00040489,1,0.189379,179052,0,40,dynamic,7524235,10497600,6578628
2025-07-09-14:56:17,LinearOctree,Point,MortonEncoder3D,10000000,neighbors,square,0.5,10000,random,5,0.765276,0.153055,0.152459,0.00133095,1,0.154778,16388,0,40,dynamic,8708882,10536984,4817673
2025-07-09-14:56:19,LinearOctree,Point,MortonEncoder3D,10000000,neighbors,square,1,10000,random,5,2.03387,0.406774,0.406082,0.00222981,1,0.400574,51669,0,40,dynamic,22252431,27146235,12471843
2025-07-09-14:56:27,LinearOctree,Point,MortonEncoder3D,10000000,neighbors,square,2,10000,random,5,6.03355,1.20671,1.20391,0.00649508,1,1.19634,166045,0,40,dynamic,58473423,73408829,34967927
2025-07-09-14:56:41,LinearOctree,Point,MortonEncoder3D,10000000,neighbors,square,3,10000,random,5,11.6625,2.33249,2.33802,0.0110543,1,2.31812,331283,0,40,dynamic,106519297,135773636,65788523
2025-07-09-14:56:41,LinearOctree,Point,MortonEncoder3D,10000000,neighborsPrune,square,0.5,10000,random,5,0.580973,0.116195,0.116083,0.000937384,1,0.114702,16388,0,40,dynamic,3039317,3742808,1576613
2025-07-09-14:56:43,LinearOctree,Point,MortonEncoder3D,10000000,neighborsPrune,square,1,10000,random,5,1.06884,0.213768,0.213497,0.00105916,1,0.2192,51669,0,40,dynamic,12898836,15058037,5851179
2025-07-09-14:56:46,LinearOctree,Point,MortonEncoder3D,10000000,neighborsPrune,square,2,10000,random,5,2.48152,0.496305,0.495971,0.00186072,1,0.493047,166045,0,40,dynamic,23751272,28144178,12042741
2025-07-09-14:56:51,LinearOctree,Point,MortonEncoder3D,10000000,neighborsPrune,square,3,10000,random,5,4.31854,0.863708,0.864389,0.0026908,1,0.858887,331283,0,40,dynamic,36516033,44344707,21049732
2025-07-09-14:56:51,LinearOctree,Point,MortonEncoder3D,10000000,neighborsStruct,square,0.5,10000,random,5,0.478243,0.0956486,0.0956598,0.00052652,1,0.0965296,16388,0,40,dynamic,3976841,5619776,3286504
2025-07-09-14:56:52,LinearOctree,Point,MortonEncoder3D,10000000,neighborsStruct,square,1,10000,random,5,0.777092,0.155418,0.155503,0.000883975,1,0.155427,51669,0,40,dynamic,6314612,9048921,5242672
2025-07-09-14:56:54,LinearOctree,Point,MortonEncoder3D,10000000,neighborsStruct,square,2,10000,random,5,1.30098,0.260197,0.259387,0.00488772,1,0.259497,166045,0,40,dynamic,10200709,14797492,8640076
2025-07-09-14:56:56,LinearOctree,Point,MortonEncoder3D,10000000,neighborsStruct,square,3,10000,random,5,1.72564,0.345128,0.34534,0.000970866,1,0.342746,331283,0,40,dynamic,13529136,19737130,11742760
2025-07-09-14:56:56,LinearOctree,Point,MortonEncoder3D,10000000,neighbors,cube,0.5,10000,random,5,0.282168,0.0564336,0.0564464,0.000277962,1,0.0536057,6671,0,40,dynamic,3517931,3844472,1782082
2025-07-09-14:56:57,LinearOctree,Point,MortonEncoder3D,10000000,neighbors,cube,1,10000,random,5,0.940894,0.188179,0.188596,0.00261663,1,0.187872,27041,0,40,dynamic,11851192,13588644,6116202
2025-07-09-14:57:02,LinearOctree,Point,MortonEncoder3D,10000000,neighbors,cube,2,10000,random,5,3.8173,0.76346,0.764616,0.00564828,1,0.757679,108267,0,40,dynamic,39876956,48162610,22660324
2025-07-09-14:57:12,LinearOctree,Point,MortonEncoder3D,10000000,neighbors,cube,3,10000,random,5,8.05788,1.61158,1.61266,0.0081389,1,1.59015,240046,0,40,dynamic,78875330,97786624,47481892
2025-07-09-14:57:12,LinearOctree,Point,MortonEncoder3D,10000000,neighborsPrune,cube,0.5,10000,random,5,0.157206,0.0314412,0.0314505,0.000121652,1,0.0319303,6671,0,40,dynamic,1998484,2122881,876782
2025-07-09-14:57:12,LinearOctree,Point,MortonEncoder3D,10000000,neighborsPrune,cube,1,10000,random,5,0.409162,0.0818325,0.0810392,0.00209309,1,0.0805389,27041,0,40,dynamic,5847013,6322942,2091981
2025-07-09-14:57:14,LinearOctree,Point,MortonEncoder3D,10000000,neighborsPrune,cube,2,10000,random,5,1.29311,0.258621,0.259795,0.00195662,1,0.256532,108267,0,40,dynamic,15142000,16997643,6164996
2025-07-09-14:57:17,LinearOctree,Point,MortonEncoder3D,10000000,neighborsPrune,cube,3,10000,random,5,2.73245,0.54649,0.546497,0.00264948,1,0.543812,240046,0,40,dynamic,26309171,30918156,13648706
2025-07-09-14:57:17,LinearOctree,Point,MortonEncoder3D,10000000,neighborsStruct,cube,0.5,10000,random,5,0.139312,0.0278624,0.0279204,0.000159012,1,0.0285295,6671,0,40,dynamic,1110938,1479993,954338
2025-07-09-14:57:18,LinearOctree,Point,MortonEncoder3D,10000000,neighborsStruct,cube,1,10000,random,5,0.301282,0.0602563,0.0603451,0.000364732,1,0.0598964,27041,0,40,dynamic,2417428,3341796,2098829
2025-07-09-14:57:18,LinearOctree,Point,MortonEncoder3D,10000000,neighborsStruct,cube,2,10000,random,5,0.659768,0.131954,0.130603,0.00268154,1,0.129413,108267,0,40,dynamic,5450385,7704633,4784288
2025-07-09-14:57:20,LinearOctree,Point,MortonEncoder3D,10000000,neighborsStruct,cube,3,10000,random,5,1.00733,0.201466,0.201389,0.000274605,1,0.202184,240046,0,40,dynamic,7923417,11284142,6992290
2025-07-09-14:57:21,UnibnOctree,Point,MortonEncoder3D,10000000,neighborsUnibn,sphere,0.5,10000,random,5,0.195487,0.0390973,0.0390072,0.000427159,1,0.0409406,5014,0,40,dynamic,1845882,2182053,1266819
2025-07-09-14:57:21,UnibnOctree,Point,MortonEncoder3D,10000000,neighborsUnibn,sphere,1,10000,random,5,0.462766,0.0925532,0.0927406,0.000525783,1,0.0939923,20205,0,40,dynamic,5022399,5819269,2874374
2025-07-09-14:57:23,UnibnOctree,Point,MortonEncoder3D,10000000,neighborsUnibn,sphere,2,10000,random,5,1.28658,0.257315,0.257764,0.00189559,1,0.257343,80809,0,40,dynamic,13965226,15981845,7521056
2025-07-09-14:57:26,UnibnOctree,Point,MortonEncoder3D,10000000,neighborsUnibn,sphere,3,10000,random,5,2.52067,0.504133,0.504654,0.00383349,1,0.49912,179052,0,40,dynamic,24750873,28642225,13973102
2025-07-09-14:57:26,UnibnOctree,Point,MortonEncoder3D,10000000,neighborsUnibn,cube,0.5,10000,random,5,0.206531,0.0413063,0.0412578,0.000177203,1,0.0419979,6671,0,40,dynamic,2085406,2449235,1346013
2025-07-09-14:57:27,UnibnOctree,Point,MortonEncoder3D,10000000,neighborsUnibn,cube,1,10000,random,5,0.521834,0.104367,0.104511,0.000917675,1,0.103445,27041,0,40,dynamic,5890879,6794503,3196732
2025-07-09-14:57:29,UnibnOctree,Point,MortonEncoder3D,10000000,neighborsUnibn,cube,2,10000,random,5,1.56057,0.312113,0.311802,0.0015355,1,0.307492,108267,0,40,dynamic,7352197,8557750,3521101
2025-07-09-14:57:32,UnibnOctree,Point,MortonEncoder3D,10000000,neighborsUnibn,cube,3,10000,random,5,3.0617,0.612339,0.613965,0.00661876,1,0.611764,240046,0,40,dynamic,28646989,33209290,16504893
2025-07-09-14:57:35,PCLOctree,Point,MortonEncoder3D,10000000,neighborsPCLOct,sphere,0.5,10000,random,5,0.273352,0.0546704,0.0547145,0.000511174,1,0.0565668,5014,0,40,dynamic,2252076,1921833,1007785
2025-07-09-14:57:36,PCLOctree,Point,MortonEncoder3D,10000000,neighborsPCLOct,sphere,1,10000,random,5,0.889008,0.177802,0.1783,0.00218275,1,0.18038,20205,0,40,dynamic,8402739,8037604,3649818
