date,octree,point_type,encoder,npoints,operation,kernel,radius,num_searches,sequential_searches,repeats,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule,l1d_miss,l2d_miss,l3_miss
2025-07-09-14:35:46,Octree,Point,NoEncoding,10000000,neighborsPtr,square,2,10000,random,5,4.70674,0.941348,0.941432,0.00180255,1,0.938863,55558,0,40,dynamic,49460436,49943472,34612653
2025-07-09-14:35:57,Octree,Point,NoEncoding,10000000,neighborsPtr,square,3,10000,random,5,9.18899,1.8378,1.84262,0.0346034,1,1.83651,110508,0,40,dynamic,69799668,69934260,51668379
2025-07-09-14:35:57,Octree,Point,NoEncoding,10000000,neighborsPtr,cube,0.5,10000,random,5,0.332409,0.0664818,0.0663525,0.000212416,1,0.0667042,2747,0,40,dynamic,3880605,3473832,2561873
2025-07-09-14:35:59,Octree,Point,NoEncoding,10000000,neighborsPtr,cube,1,10000,random,5,1.02508,0.205016,0.204975,0.000770266,1,0.205243,11133,0,40,dynamic,13190769,12226423,7647054
2025-07-09-14:36:03,Octree,Point,NoEncoding,10000000,neighborsPtr,cube,2,10000,random,5,3.74562,0.749125,0.750575,0.00336497,1,0.75339,43331,0,40,dynamic,45274481,42556691,26517676
2025-07-09-14:36:13,Octree,Point,NoEncoding,10000000,neighborsPtr,cube,3,10000,random,5,8.00665,1.60133,1.59025,0.029768,1,1.59574,94396,0,40,dynamic,71422544,66331797,44192868
2025-07-09-14:36:14,UnibnOctree,Point,NoEncoding,10000000,neighborsUnibn,sphere,0.5,10000,random,5,0.238055,0.047611,0.0472144,0.00109091,1,0.0513665,2052,0,40,dynamic,2424377,2151829,1558030
2025-07-09-14:36:15,UnibnOctree,Point,NoEncoding,10000000,neighborsUnibn,sphere,1,10000,random,5,0.511754,0.102351,0.10175,0.00321275,1,0.10632,8241,0,40,dynamic,5884437,5220469,3182243
2025-07-09-14:36:16,UnibnOctree,Point,NoEncoding,10000000,neighborsUnibn,sphere,2,10000,random,5,1.13302,0.226605,0.227284,0.00120506,1,0.227292,32557,0,40,dynamic,15062058,13185539,6678451
2025-07-09-14:36:19,UnibnOctree,Point,NoEncoding,10000000,neighborsUnibn,sphere,3,10000,random,5,1.94252,0.388504,0.388572,0.00140397,1,0.385583,71234,0,40,dynamic,26339290,22950685,10709028
2025-07-09-14:36:19,UnibnOctree,Point,NoEncoding,10000000,neighborsUnibn,cube,0.5,10000,random,5,0.252496,0.0504992,0.0505381,0.000276382,1,0.0504642,2747,0,40,dynamic,2687194,2482208,1718409
2025-07-09-14:36:20,UnibnOctree,Point,NoEncoding,10000000,neighborsUnibn,cube,1,10000,random,5,0.568609,0.113722,0.113453,0.000534202,1,0.11387,11133,0,40,dynamic,6800885,6255059,3608695
2025-07-09-14:36:21,UnibnOctree,Point,NoEncoding,10000000,neighborsUnibn,cube,2,10000,random,5,1.33545,0.26709,0.267637,0.00116755,1,0.264642,43331,0,40,dynamic,17825641,16214412,7711878
2025-07-09-14:36:24,UnibnOctree,Point,NoEncoding,10000000,neighborsUnibn,cube,3,10000,random,5,2.3905,0.478101,0.478262,0.0017097,1,0.474515,94396,0,40,dynamic,30731728,27066733,12360441
2025-07-09-14:36:28,PCLOctree,Point,NoEncoding,10000000,neighborsPCLOct,sphere,0.5,10000,random,5,0.239342,0.0478683,0.0478008,0.000536295,1,0.049085,2052,0,40,dynamic,1470625,1120123,791697
2025-07-09-14:36:29,PCLOctree,Point,NoEncoding,10000000,neighborsPCLOct,sphere,1,10000,random,5,0.709612,0.141922,0.139144,0.00434182,1,0.144673,8241,0,40,dynamic,4969183,3982169,2178234
