date,octree,point_type,encoder,npoints,operation,kernel,radius,num_searches,sequential_searches,repeats,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule,l1d_miss,l2d_miss,l3_miss
2025-07-09-14:44:21,PCLOctree,Point,NoEncoding,12219779,neighborsPCLOct,sphere,1,10000,random,5,0.102164,0.0204328,0.0206522,0.00085275,1,0.0232758,77,0,40,dynamic,229811,196145,172571
2025-07-09-14:44:22,PCLOctree,Point,NoEncoding,12219779,neighborsPCLOct,sphere,2,10000,random,5,0.316462,0.0632924,0.0627515,0.00125869,1,0.0652138,363,0,40,dynamic,829000,689101,642715
2025-07-09-14:44:23,PCLOctree,Point,NoEncoding,12219779,neighborsPCLOct,sphere,3,10000,random,5,0.698068,0.139614,0.139523,0.000672865,1,0.138568,891,0,40,dynamic,1878288,1559100,1401290
2025-07-09-14:44:35,PCLKDTree,Point,NoEncoding,12219779,neighborsPCLKD,sphere,0.5,10000,random,5,0.0233396,0.00466792,0.00474495,0.00195009,1,0.00533947,13,0,40,dynamic,35198,28403,18810
2025-07-09-14:44:35,PCLKDTree,Point,NoEncoding,12219779,neighborsPCLKD,sphere,1,10000,random,5,0.0438846,0.00877692,0.00917685,0.000812913,1,0.0068921,77,0,40,dynamic,76987,63943,45104
2025-07-09-14:44:35,PCLKDTree,Point,NoEncoding,12219779,neighborsPCLKD,sphere,2,10000,random,5,0.090284,0.0180568,0.0180229,0.000122683,1,0.0174908,363,0,40,dynamic,218768,181664,137241
2025-07-09-14:44:35,PCLKDTree,Point,NoEncoding,12219779,neighborsPCLKD,sphere,3,10000,random,5,0.142482,0.0284964,0.0285465,0.000100523,1,0.0314514,891,0,40,dynamic,503023,323841,233804
2025-07-09-14:44:39,NanoflannKDTree,Point,NoEncoding,12219779,neighborsNanoflann,sphere,0.5,10000,random,5,0.0325547,0.00651094,0.00647584,6.78996e-05,1,0.00931401,20,0,40,dynamic,201319,181249,161378
2025-07-09-14:44:39,NanoflannKDTree,Point,NoEncoding,12219779,neighborsNanoflann,sphere,1,10000,random,5,0.0590554,0.0118111,0.0118853,0.000235255,1,0.0115158,87,0,40,dynamic,396809,330081,297611
2025-07-09-14:44:39,NanoflannKDTree,Point,NoEncoding,12219779,neighborsNanoflann,sphere,2,10000,random,5,0.128786,0.0257573,0.0259636,0.000339337,1,0.0257959,375,0,40,dynamic,951945,708422,633708
