date,octree,npoints,operation,kernel,radius,num_searches,repeats,accumulated,mean,median,stdev,used_warmup
2024-11-29-11:07:24,linear <Lpoint> ,10000000,numNeighSearch,Sphere,2.5,1000,5,0.0109456,0.00218912,0.00184667,0.00105833,1
2024-11-29-11:07:24,linear <Lpoint> ,10000000,numNeighSearch,Circle,2.5,1000,5,0.00986559,0.00197312,0.00221372,0.000386989,1
2024-11-29-11:07:29,linear <Lpoint> ,10000000,numNeighSearch,Cube,2.5,1000,5,4.10899,0.821797,0.234904,1.17705,1
2024-11-29-11:07:31,linear <Lpoint> ,10000000,numNeighSearch,Square,2.5,1000,5,1.69025,0.33805,0.337522,0.00147766,1
2024-11-29-11:07:31,linear <Lpoint> ,10000000,numNeighSearch,Sphere,5,1000,5,0.0191964,0.00383928,0.00289338,0.00229203,1
2024-11-29-11:07:31,linear <Lpoint> ,10000000,numNeighSearch,Circle,5,1000,5,0.0131757,0.00263514,0.00269594,0.000758141,1
2024-11-29-11:07:36,linear <Lpoint> ,10000000,numNeighSearch,Cube,5,1000,5,4.19716,0.839432,0.838786,0.00820519,1
2024-11-29-11:07:42,linear <Lpoint> ,10000000,numNeighSearch,Square,5,1000,5,5.21891,1.04378,1.04164,0.0126377,1
2024-11-29-11:07:42,linear <Lpoint> ,10000000,numNeighSearch,Sphere,10,1000,5,0.0143364,0.00286727,0.00276901,0.00185419,1
2024-11-29-11:07:42,linear <Lpoint> ,10000000,numNeighSearch,Circle,10,1000,5,0.00752664,0.00150533,0.00136091,0.00041824,1
2024-11-29-11:07:59,linear <Lpoint> ,10000000,numNeighSearch,Cube,10,1000,5,14.3197,2.86394,2.86424,0.0175756,1
2024-11-29-11:08:21,linear <Lpoint> ,10000000,numNeighSearch,Square,10,1000,5,15.4889,3.09777,3.09659,0.00652466,1
2024-11-29-11:08:21,pointer <Lpoint> sorted,10000000,neighSearch,Sphere,0.5,1000,5,0.0831644,0.0166329,0.0172256,0.000988339,1
2024-11-29-11:08:22,pointer <Lpoint> sorted,10000000,neighSearch,Circle,0.5,1000,5,0.225027,0.0450054,0.0459761,0.00177678,1
2024-11-29-11:08:22,pointer <Lpoint> sorted,10000000,neighSearch,Cube,0.5,1000,5,0.089994,0.0179988,0.0176994,0.00094859,1
2024-11-29-11:08:22,pointer <Lpoint> sorted,10000000,neighSearch,Square,0.5,1000,5,0.241319,0.0482637,0.0489791,0.00146075,1
2024-11-29-11:08:22,pointer <Lpoint> sorted,10000000,neighSearch,Sphere,1,1000,5,0.29971,0.0599421,0.0600267,0.000828253,1
2024-11-29-11:08:23,pointer <Lpoint> sorted,10000000,neighSearch,Circle,1,1000,5,0.610656,0.122131,0.122462,0.00216415,1
2024-11-29-11:08:23,pointer <Lpoint> sorted,10000000,neighSearch,Cube,1,1000,5,0.328614,0.0657227,0.0660771,0.0012043,1
2024-11-29-11:08:24,pointer <Lpoint> sorted,10000000,neighSearch,Square,1,1000,5,0.65408,0.130816,0.131235,0.00116878,1
2024-11-29-11:08:26,pointer <Lpoint> sorted,10000000,neighSearch,Sphere,2.5,1000,5,1.76046,0.352092,0.352107,0.000926384,1
