date,octree,point_type,encoder,npoints,operation,kernel,radius,num_searches,sequential_searches,repeats,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule,l1d_miss,l2d_miss,l3_miss
2025-07-09-16:15:28,LinearOctree,Point,MortonEncoder3D,429615314,neighborsPrune,cube,0.1,10000,random,5,1.28706,0.257412,0.257064,0.00313983,1,0.25804,82382,0,40,dynamic,9635847,10555545,3805089
2025-07-09-16:15:33,LinearOctree,Point,MortonEncoder3D,429615314,neighborsPrune,cube,0.2,10000,random,5,4.27978,0.855955,0.831467,0.0398121,1,0.913514,319446,0,40,dynamic,26906043,32167163,15259625
2025-07-09-16:15:33,LinearOctree,Point,MortonEncoder3D,429615314,neighborsStruct,cube,0.01,10000,random,5,0.0579444,0.0115889,0.0115749,7.76367e-05,1,0.0119584,500,0,40,dynamic,235385,276630,202650
2025-07-09-16:15:34,LinearOctree,Point,MortonEncoder3D,429615314,neighborsStruct,cube,0.05,10000,random,5,0.301516,0.0603032,0.0603032,0.000323494,1,0.0604722,21326,0,40,dynamic,1136084,1465613,1032165
2025-07-09-16:15:34,LinearOctree,Point,MortonEncoder3D,429615314,neighborsStruct,cube,0.1,10000,random,5,0.610161,0.122032,0.122147,0.000332808,1,0.120512,82382,0,40,dynamic,2224202,2918641,2043824
2025-07-09-16:15:36,LinearOctree,Point,MortonEncoder3D,429615314,neighborsStruct,cube,0.2,10000,random,5,1.22488,0.244976,0.244817,0.00138779,1,0.244717,319446,0,40,dynamic,4435717,5929725,4141119
2025-07-09-16:16:33,UnibnOctree,Point,MortonEncoder3D,429615314,neighborsUnibn,sphere,0.01,10000,random,5,0.0559223,0.0111845,0.0109189,0.000524388,1,0.0123486,453,0,40,dynamic,236036,269556,181931
2025-07-09-16:16:33,UnibnOctree,Point,MortonEncoder3D,429615314,neighborsUnibn,sphere,0.05,10000,random,5,0.349362,0.0698724,0.0697586,0.000405654,1,0.0685884,14461,0,40,dynamic,1972260,2319299,1028268
2025-07-09-16:16:34,UnibnOctree,Point,MortonEncoder3D,429615314,neighborsUnibn,sphere,0.1,10000,random,5,0.926416,0.185283,0.185958,0.00156688,1,0.183937,58403,0,40,dynamic,5835938,6851477,2768914
2025-07-09-16:16:38,UnibnOctree,Point,MortonEncoder3D,429615314,neighborsUnibn,sphere,0.2,10000,random,5,2.94928,0.589855,0.591339,0.00761443,1,0.571368,230987,0,40,dynamic,17582633,21046308,9531343
2025-07-09-16:16:38,UnibnOctree,Point,MortonEncoder3D,429615314,neighborsUnibn,cube,0.01,10000,random,5,0.0906289,0.0181258,0.0180584,0.000370741,1,0.0174784,500,0,40,dynamic,284079,331302,218058
2025-07-09-16:16:38,UnibnOctree,Point,MortonEncoder3D,429615314,neighborsUnibn,cube,0.05,10000,random,5,0.447113,0.0894225,0.0894417,0.000877043,1,0.0892978,21326,0,40,dynamic,2761714,3174968,1294905
2025-07-09-16:16:40,UnibnOctree,Point,MortonEncoder3D,429615314,neighborsUnibn,cube,0.1,10000,random,5,1.18713,0.237426,0.236595,0.00168544,1,0.235514,82382,0,40,dynamic,7887059,9237811,3650425
2025-07-09-16:16:44,UnibnOctree,Point,MortonEncoder3D,429615314,neighborsUnibn,cube,0.2,10000,random,5,3.846,0.7692,0.772375,0.00491441,1,0.763061,319446,0,40,dynamic,22493723,27186388,12444899
2025-07-09-16:18:58,PCLOctree,Point,MortonEncoder3D,429615314,neighborsPCLOct,sphere,0.01,10000,random,5,0.653778,0.130756,0.130184,0.00145228,1,0.130786,467,0,40,dynamic,2821291,3491263,1566537
2025-07-09-16:19:00,PCLOctree,Point,MortonEncoder3D,429615314,neighborsPCLOct,sphere,0.05,10000,random,5,1.7703,0.354061,0.354401,0.00257029,1,0.34922,14453,0,40,dynamic,8931859,10622406,4230899
