date,octree,npoints,operation,kernel,radius,num_searches,repeats,accumulated,mean,median,stdev,used_warmup
2024-11-29-11:22:55,pointer <Lpoint> unsorted,10000000,numNeighSearch,Sphere,2.5,1000,5,0.0536561,0.0107312,0.0105597,0.000906212,1
2024-11-29-11:22:55,pointer <Lpoint> unsorted,10000000,numNeighSearch,Circle,2.5,1000,5,0.0570402,0.011408,0.0111296,0.000992433,1
2024-11-29-11:22:55,pointer <Lpoint> unsorted,10000000,numNeighSearch,Cube,2.5,1000,5,0.0467606,0.00935213,0.00925673,0.000618744,1
2024-11-29-11:22:55,pointer <Lpoint> unsorted,10000000,numNeighSearch,Square,2.5,1000,5,0.0654033,0.0130807,0.012776,0.000789111,1
2024-11-29-11:22:56,pointer <Lpoint> unsorted,10000000,numNeighSearch,Sphere,5,1000,5,0.166321,0.0332642,0.0332158,0.000529275,1
2024-11-29-11:22:56,pointer <Lpoint> unsorted,10000000,numNeighSearch,Circle,5,1000,5,0.158283,0.0316566,0.0313411,0.00202394,1
2024-11-29-11:22:56,pointer <Lpoint> unsorted,10000000,numNeighSearch,Cube,5,1000,5,0.169346,0.0338691,0.0327729,0.00260714,1
2024-11-29-11:22:56,pointer <Lpoint> unsorted,10000000,numNeighSearch,Square,5,1000,5,0.160085,0.032017,0.0318317,0.00139165,1
2024-11-29-11:22:57,pointer <Lpoint> unsorted,10000000,numNeighSearch,Sphere,10,1000,5,0.569208,0.113842,0.115016,0.00228179,1
2024-11-29-11:22:58,pointer <Lpoint> unsorted,10000000,numNeighSearch,Circle,10,1000,5,0.480747,0.0961494,0.0952963,0.00216062,1
2024-11-29-11:22:58,pointer <Lpoint> unsorted,10000000,numNeighSearch,Cube,10,1000,5,0.560477,0.112095,0.112511,0.00351612,1
2024-11-29-11:22:59,pointer <Lpoint> unsorted,10000000,numNeighSearch,Square,10,1000,5,0.481783,0.0963566,0.0964401,0.00226996,1
2024-11-29-11:23:00,linear <Lpoint> ,10000000,neighSearch,Sphere,0.5,1000,5,0.0491168,0.00982336,0.00951879,0.00130437,1
2024-11-29-11:23:01,linear <Lpoint> ,10000000,neighSearch,Circle,0.5,1000,5,0.0983022,0.0196604,0.0197508,0.000322651,1
2024-11-29-11:23:01,linear <Lpoint> ,10000000,neighSearch,Cube,0.5,1000,5,0.051009,0.0102018,0.0100872,0.000923599,1
2024-11-29-11:23:01,linear <Lpoint> ,10000000,neighSearch,Square,0.5,1000,5,0.104469,0.0208938,0.0211435,0.00104942,1
2024-11-29-11:23:01,linear <Lpoint> ,10000000,neighSearch,Sphere,1,1000,5,0.144291,0.0288583,0.0285756,0.000839834,1
2024-11-29-11:23:01,linear <Lpoint> ,10000000,neighSearch,Circle,1,1000,5,0.255508,0.0511015,0.0517259,0.00147313,1
2024-11-29-11:23:01,linear <Lpoint> ,10000000,neighSearch,Cube,1,1000,5,0.147005,0.029401,0.0293187,0.000846054,1
2024-11-29-11:23:02,linear <Lpoint> ,10000000,neighSearch,Square,1,1000,5,0.263999,0.0527997,0.0520265,0.00173667,1
2024-11-29-11:23:03,linear <Lpoint> ,10000000,neighSearch,Sphere,2.5,1000,5,0.855834,0.171167,0.168359,0.00538561,1
2024-11-29-11:23:04,linear <Lpoint> ,10000000,neighSearch,Circle,2.5,1000,5,1.0888,0.21776,0.218289,0.0012718,1
2024-11-29-11:23:05,linear <Lpoint> ,10000000,neighSearch,Cube,2.5,1000,5,0.914318,0.182864,0.182083,0.0032026,1
2024-11-29-11:23:07,linear <Lpoint> ,10000000,neighSearch,Square,2.5,1000,5,1.17932,0.235865,0.234323,0.00293901,1
2024-11-29-11:23:10,linear <Lpoint> ,10000000,neighSearch,Sphere,5,1000,5,3.17772,0.635544,0.634327,0.00494987,1
2024-11-29-11:23:15,linear <Lpoint> ,10000000,neighSearch,Circle,5,1000,5,3.58946,0.717892,0.715548,0.00709868,1
2024-11-29-11:23:22,linear <Lpoint> ,10000000,neighSearch,Cube,5,1000,5,3.48667,0.697334,0.696166,0.00415355,1
2024-11-29-11:23:26,linear <Lpoint> ,10000000,neighSearch,Square,5,1000,5,3.8931,0.778621,0.779467,0.00267293,1
2024-11-29-11:23:40,linear <Lpoint> ,10000000,neighSearch,Sphere,10,1000,5,11.1821,2.23643,2.23882,0.0100973,1
2024-11-29-11:23:56,linear <Lpoint> ,10000000,neighSearch,Circle,10,1000,5,14.2402,2.84803,2.26083,1.17637,1
2024-11-29-11:24:11,linear <Lpoint> ,10000000,neighSearch,Cube,10,1000,5,12.2759,2.45517,2.45738,0.0191361,1
2024-11-29-11:24:29,linear <Lpoint> ,10000000,neighSearch,Square,10,1000,5,15.1304,3.02607,2.43259,1.17454,1
2024-11-29-11:24:29,linear <Lpoint> ,10000000,numNeighSearch,Sphere,0.5,1000,5,0.017314,0.0034628,0.00238916,0.00226847,1
2024-11-29-11:24:29,linear <Lpoint> ,10000000,numNeighSearch,Circle,0.5,1000,5,0.0111724,0.00223449,0.00244427,0.000789015,1
2024-11-29-11:24:29,linear <Lpoint> ,10000000,numNeighSearch,Cube,0.5,1000,5,0.0433508,0.00867017,0.00812547,0.00162044,1
2024-11-29-11:24:29,linear <Lpoint> ,10000000,numNeighSearch,Square,0.5,1000,5,0.0958757,0.0191751,0.0196143,0.00100378,1
2024-11-29-11:24:29,linear <Lpoint> ,10000000,numNeighSearch,Sphere,1,1000,5,0.0103106,0.00206212,0.00232973,0.000769557,1
2024-11-29-11:24:29,linear <Lpoint> ,10000000,numNeighSearch,Circle,1,1000,5,0.00920649,0.0018413,0.00156874,0.000554724,1
2024-11-29-11:24:29,linear <Lpoint> ,10000000,numNeighSearch,Cube,1,1000,5,0.123596,0.0247191,0.0246453,0.000381907,1
2024-11-29-11:24:29,linear <Lpoint> ,10000000,numNeighSearch,Square,1,1000,5,0.22024,0.0440481,0.0436943,0.00101499,1
2024-11-29-11:24:29,linear <Lpoint> ,10000000,numNeighSearch,Sphere,2.5,1000,5,0.0115771,0.00231541,0.00214405,0.000611097,1
2024-11-29-11:24:29,linear <Lpoint> ,10000000,numNeighSearch,Circle,2.5,1000,5,0.00755281,0.00151056,0.0012007,0.000776926,1
2024-11-29-11:24:30,linear <Lpoint> ,10000000,numNeighSearch,Cube,2.5,1000,5,0.65453,0.130906,0.129971,0.00190534,1
2024-11-29-11:24:31,linear <Lpoint> ,10000000,numNeighSearch,Square,2.5,1000,5,0.828966,0.165793,0.166743,0.00245966,1
2024-11-29-11:24:31,linear <Lpoint> ,10000000,numNeighSearch,Sphere,5,1000,5,0.00739792,0.00147958,0.0011575,0.000716341,1
2024-11-29-11:24:31,linear <Lpoint> ,10000000,numNeighSearch,Circle,5,1000,5,0.0102658,0.00205316,0.00210736,0.000422001,1
2024-11-29-11:24:34,linear <Lpoint> ,10000000,numNeighSearch,Cube,5,1000,5,2.37918,0.475836,0.47641,0.00377016,1
2024-11-29-11:24:37,linear <Lpoint> ,10000000,numNeighSearch,Square,5,1000,5,2.60589,0.521178,0.520529,0.00358492,1
2024-11-29-11:24:37,linear <Lpoint> ,10000000,numNeighSearch,Sphere,10,1000,5,0.0149796,0.00299592,0.00286771,0.00183735,1
2024-11-29-11:24:37,linear <Lpoint> ,10000000,numNeighSearch,Circle,10,1000,5,0.0110355,0.0022071,0.0020018,0.00156471,1
2024-11-29-11:24:47,linear <Lpoint> ,10000000,numNeighSearch,Cube,10,1000,5,8.17049,1.6341,1.639,0.0113177,1
2024-11-29-11:24:57,linear <Lpoint> ,10000000,numNeighSearch,Square,10,1000,5,8.06487,1.61297,1.60685,0.0161296,1
2024-11-29-11:24:57,pointer <Lpoint> sorted,10000000,neighSearch,Sphere,0.5,1000,5,0.0660171,0.0132034,0.0133767,0.00114605,1
2024-11-29-11:24:58,pointer <Lpoint> sorted,10000000,neighSearch,Circle,0.5,1000,5,0.110566,0.0221132,0.0216834,0.00119802,1
2024-11-29-11:24:58,pointer <Lpoint> sorted,10000000,neighSearch,Cube,0.5,1000,5,0.0519998,0.0104,0.0100312,0.000680519,1
2024-11-29-11:24:58,pointer <Lpoint> sorted,10000000,neighSearch,Square,0.5,1000,5,0.117918,0.0235836,0.023692,0.000726085,1
2024-11-29-11:24:58,pointer <Lpoint> sorted,10000000,neighSearch,Sphere,1,1000,5,0.169897,0.0339793,0.0340658,0.00131314,1
2024-11-29-11:24:58,pointer <Lpoint> sorted,10000000,neighSearch,Circle,1,1000,5,0.289213,0.0578426,0.0576219,0.000496236,1
2024-11-29-11:24:58,pointer <Lpoint> sorted,10000000,neighSearch,Cube,1,1000,5,0.187071,0.0374142,0.0369286,0.00120587,1
2024-11-29-11:24:59,pointer <Lpoint> sorted,10000000,neighSearch,Square,1,1000,5,0.30721,0.061442,0.0612442,0.000964125,1
2024-11-29-11:25:00,pointer <Lpoint> sorted,10000000,neighSearch,Sphere,2.5,1000,5,1.01055,0.202111,0.202553,0.00144425,1
2024-11-29-11:25:05,pointer <Lpoint> sorted,10000000,neighSearch,Circle,2.5,1000,5,4.21003,0.842007,0.256512,1.17271,1
2024-11-29-11:25:06,pointer <Lpoint> sorted,10000000,neighSearch,Cube,2.5,1000,5,1.1337,0.22674,0.227115,0.00381044,1
2024-11-29-11:25:08,pointer <Lpoint> sorted,10000000,neighSearch,Square,2.5,1000,5,1.38873,0.277745,0.277259,0.00244598,1
2024-11-29-11:25:12,pointer <Lpoint> sorted,10000000,neighSearch,Sphere,5,1000,5,3.82103,0.764205,0.761952,0.00772707,1
2024-11-29-11:25:17,pointer <Lpoint> sorted,10000000,neighSearch,Circle,5,1000,5,4.17344,0.834689,0.83495,0.00531116,1
2024-11-29-11:25:22,pointer <Lpoint> sorted,10000000,neighSearch,Cube,5,1000,5,4.25819,0.851637,0.851416,0.00847025,1
2024-11-29-11:25:28,pointer <Lpoint> sorted,10000000,neighSearch,Square,5,1000,5,4.60333,0.920667,0.923752,0.00653686,1
2024-11-29-11:25:47,pointer <Lpoint> sorted,10000000,neighSearch,Sphere,10,1000,5,16.3055,3.26109,2.67143,1.17585,1
2024-11-29-11:26:03,pointer <Lpoint> sorted,10000000,neighSearch,Circle,10,1000,5,13.2781,2.65562,2.65475,0.00834901,1
2024-11-29-11:26:24,pointer <Lpoint> sorted,10000000,neighSearch,Cube,10,1000,5,17.8819,3.57639,2.9981,1.16828,1
2024-11-29-11:26:41,pointer <Lpoint> sorted,10000000,neighSearch,Square,10,1000,5,14.5307,2.90615,2.89558,0.019206,1
2024-11-29-11:26:41,pointer <Lpoint> sorted,10000000,numNeighSearch,Sphere,0.5,1000,5,0.0175053,0.00350107,0.00367087,0.000965678,1
2024-11-29-11:26:41,pointer <Lpoint> sorted,10000000,numNeighSearch,Circle,0.5,1000,5,0.0155121,0.00310243,0.00281767,0.000748638,1
2024-11-29-11:26:41,pointer <Lpoint> sorted,10000000,numNeighSearch,Cube,0.5,1000,5,0.0147653,0.00295307,0.00279098,0.000990037,1
2024-11-29-11:26:41,pointer <Lpoint> sorted,10000000,numNeighSearch,Square,0.5,1000,5,0.0161444,0.00322888,0.00297041,0.00053277,1
2024-11-29-11:26:41,pointer <Lpoint> sorted,10000000,numNeighSearch,Sphere,1,1000,5,0.0247553,0.00495106,0.00512054,0.00155592,1
2024-11-29-11:26:41,pointer <Lpoint> sorted,10000000,numNeighSearch,Circle,1,1000,5,0.0343644,0.00687288,0.00680658,0.00132836,1
2024-11-29-11:26:41,pointer <Lpoint> sorted,10000000,numNeighSearch,Cube,1,1000,5,0.0238299,0.00476598,0.0047264,0.000688888,1
2024-11-29-11:26:41,pointer <Lpoint> sorted,10000000,numNeighSearch,Square,1,1000,5,0.0274728,0.00549456,0.00527917,0.00107168,1
2024-11-29-11:26:41,pointer <Lpoint> sorted,10000000,numNeighSearch,Sphere,2.5,1000,5,0.0584552,0.011691,0.0119108,0.0019451,1
2024-11-29-11:26:41,pointer <Lpoint> sorted,10000000,numNeighSearch,Circle,2.5,1000,5,0.0570288,0.0114058,0.0116058,0.00066706,1
2024-11-29-11:26:41,pointer <Lpoint> sorted,10000000,numNeighSearch,Cube,2.5,1000,5,0.0523187,0.0104637,0.0109615,0.00109162,1
2024-11-29-11:26:42,pointer <Lpoint> sorted,10000000,numNeighSearch,Square,2.5,1000,5,0.0642224,0.0128445,0.0132919,0.000764022,1
2024-11-29-11:26:42,pointer <Lpoint> sorted,10000000,numNeighSearch,Sphere,5,1000,5,0.190932,0.0381864,0.0350948,0.0070082,1
2024-11-29-11:26:42,pointer <Lpoint> sorted,10000000,numNeighSearch,Circle,5,1000,5,0.170943,0.0341886,0.0326628,0.00324366,1
2024-11-29-11:26:42,pointer <Lpoint> sorted,10000000,numNeighSearch,Cube,5,1000,5,0.168125,0.033625,0.0340915,0.00218465,1
2024-11-29-11:26:42,pointer <Lpoint> sorted,10000000,numNeighSearch,Square,5,1000,5,0.162664,0.0325329,0.0326387,0.000604784,1
2024-11-29-11:26:43,pointer <Lpoint> sorted,10000000,numNeighSearch,Sphere,10,1000,5,0.574277,0.114855,0.113144,0.00221864,1
2024-11-29-11:26:44,pointer <Lpoint> sorted,10000000,numNeighSearch,Circle,10,1000,5,0.48422,0.096844,0.0972113,0.00216033,1
2024-11-29-11:26:44,pointer <Lpoint> sorted,10000000,numNeighSearch,Cube,10,1000,5,0.577086,0.115417,0.114982,0.00246525,1
2024-11-29-11:26:45,pointer <Lpoint> sorted,10000000,numNeighSearch,Square,10,1000,5,0.484062,0.0968124,0.0963899,0.00210609,1
2024-11-29-11:26:49,pointer <Lpoint64> unsorted,10000000,neighSearch,Sphere,0.5,1000,5,0.0607256,0.0121451,0.0118903,0.00133113,1
2024-11-29-11:26:49,pointer <Lpoint64> unsorted,10000000,neighSearch,Circle,0.5,1000,5,0.118105,0.0236209,0.0236299,0.000534831,1
2024-11-29-11:26:49,pointer <Lpoint64> unsorted,10000000,neighSearch,Cube,0.5,1000,5,0.0651494,0.0130299,0.0131843,0.000694066,1
2024-11-29-11:26:50,pointer <Lpoint64> unsorted,10000000,neighSearch,Square,0.5,1000,5,0.127388,0.0254777,0.0255306,0.00100421,1
2024-11-29-11:26:50,pointer <Lpoint64> unsorted,10000000,neighSearch,Sphere,1,1000,5,0.174591,0.0349183,0.0348036,0.000870007,1
2024-11-29-11:26:50,pointer <Lpoint64> unsorted,10000000,neighSearch,Circle,1,1000,5,0.318722,0.0637444,0.0604909,0.00498486,1
2024-11-29-11:26:50,pointer <Lpoint64> unsorted,10000000,neighSearch,Cube,1,1000,5,0.215114,0.0430228,0.0428435,0.000897915,1
2024-11-29-11:26:51,pointer <Lpoint64> unsorted,10000000,neighSearch,Square,1,1000,5,0.331148,0.0662296,0.0672866,0.00151592,1
2024-11-29-11:26:52,pointer <Lpoint64> unsorted,10000000,neighSearch,Sphere,2.5,1000,5,1.0396,0.20792,0.207548,0.00145554,1
2024-11-29-11:26:54,pointer <Lpoint64> unsorted,10000000,neighSearch,Circle,2.5,1000,5,1.29303,0.258606,0.258152,0.0028248,1
2024-11-29-11:26:55,pointer <Lpoint64> unsorted,10000000,neighSearch,Cube,2.5,1000,5,1.21995,0.243991,0.243332,0.0029125,1
2024-11-29-11:26:57,pointer <Lpoint64> unsorted,10000000,neighSearch,Square,2.5,1000,5,1.42964,0.285929,0.284548,0.00322499,1
2024-11-29-11:27:01,pointer <Lpoint64> unsorted,10000000,neighSearch,Sphere,5,1000,5,3.90105,0.780211,0.775807,0.00864029,1
2024-11-29-11:27:06,pointer <Lpoint64> unsorted,10000000,neighSearch,Circle,5,1000,5,4.13399,0.826799,0.825203,0.00661931,1
2024-11-29-11:27:12,pointer <Lpoint64> unsorted,10000000,neighSearch,Cube,5,1000,5,4.6042,0.920841,0.91972,0.00776439,1
2024-11-29-11:27:17,pointer <Lpoint64> unsorted,10000000,neighSearch,Square,5,1000,5,4.5826,0.916519,0.916837,0.00311942,1
2024-11-29-11:27:37,pointer <Lpoint64> unsorted,10000000,neighSearch,Sphere,10,1000,5,16.906,3.38119,2.79113,1.16708,1
2024-11-29-11:27:53,pointer <Lpoint64> unsorted,10000000,neighSearch,Circle,10,1000,5,13.2432,2.64864,2.65038,0.01158,1
2024-11-29-11:28:15,pointer <Lpoint64> unsorted,10000000,neighSearch,Cube,10,1000,5,18.9745,3.79491,3.21468,1.17889,1
2024-11-29-11:28:36,pointer <Lpoint64> unsorted,10000000,neighSearch,Square,10,1000,5,17.5787,3.51575,2.93645,1.18568,1
2024-11-29-11:28:36,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Sphere,0.5,1000,5,0.0183449,0.00366898,0.00283575,0.00318553,1
2024-11-29-11:28:36,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Circle,0.5,1000,5,0.0137157,0.00274314,0.00268151,0.000996106,1
2024-11-29-11:28:36,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Cube,0.5,1000,5,0.00901811,0.00180362,0.00126441,0.000773254,1
2024-11-29-11:28:36,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Square,0.5,1000,5,0.014064,0.0028128,0.00274071,0.000760703,1
2024-11-29-11:28:36,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Sphere,1,1000,5,0.0183157,0.00366314,0.0034805,0.000726914,1
2024-11-29-11:28:36,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Circle,1,1000,5,0.0193032,0.00386063,0.00361581,0.000546381,1
2024-11-29-11:28:36,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Cube,1,1000,5,0.0175668,0.00351336,0.003626,0.000384259,1
2024-11-29-11:28:36,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Square,1,1000,5,0.0223873,0.00447747,0.00456143,0.00112056,1
2024-11-29-11:28:36,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Sphere,2.5,1000,5,0.0528891,0.0105778,0.0109727,0.00131406,1
2024-11-29-11:28:36,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Circle,2.5,1000,5,0.0581447,0.0116289,0.011554,0.000684805,1
2024-11-29-11:28:36,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Cube,2.5,1000,5,0.0544625,0.0108925,0.0100099,0.00170384,1
2024-11-29-11:28:36,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Square,2.5,1000,5,0.0698294,0.0139659,0.0143432,0.00113055,1
2024-11-29-11:28:36,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Sphere,5,1000,5,0.162537,0.0325073,0.0325887,0.000922404,1
2024-11-29-11:28:37,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Circle,5,1000,5,0.154685,0.030937,0.0306243,0.000780023,1
2024-11-29-11:28:37,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Cube,5,1000,5,0.1627,0.03254,0.0324235,0.000977137,1
2024-11-29-11:28:37,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Square,5,1000,5,0.158497,0.0316995,0.0314629,0.00180132,1
2024-11-29-11:28:38,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Sphere,10,1000,5,0.566301,0.11326,0.11173,0.00406624,1
2024-11-29-11:28:38,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Circle,10,1000,5,0.473639,0.0947278,0.0943382,0.00146707,1
2024-11-29-11:28:39,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Cube,10,1000,5,0.569908,0.113982,0.113828,0.00385777,1
2024-11-29-11:28:40,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Square,10,1000,5,0.477701,0.0955402,0.0958573,0.000634959,1
2024-11-29-11:28:41,linear <Lpoint64> ,10000000,neighSearch,Sphere,0.5,1000,5,0.0456261,0.00912522,0.00875693,0.00185264,1
2024-11-29-11:28:41,linear <Lpoint64> ,10000000,neighSearch,Circle,0.5,1000,5,0.079924,0.0159848,0.0161173,0.00112718,1
2024-11-29-11:28:41,linear <Lpoint64> ,10000000,neighSearch,Cube,0.5,1000,5,0.0374225,0.00748449,0.00743634,0.00107745,1
2024-11-29-11:28:41,linear <Lpoint64> ,10000000,neighSearch,Square,0.5,1000,5,0.079544,0.0159088,0.0153967,0.000798382,1
2024-11-29-11:28:42,linear <Lpoint64> ,10000000,neighSearch,Sphere,1,1000,5,0.105126,0.0210252,0.0213244,0.00103279,1
2024-11-29-11:28:42,linear <Lpoint64> ,10000000,neighSearch,Circle,1,1000,5,0.182247,0.0364494,0.036381,0.00077609,1
2024-11-29-11:28:42,linear <Lpoint64> ,10000000,neighSearch,Cube,1,1000,5,0.102468,0.0204935,0.020539,0.000241016,1
2024-11-29-11:28:42,linear <Lpoint64> ,10000000,neighSearch,Square,1,1000,5,0.195585,0.039117,0.0385894,0.00137616,1
2024-11-29-11:28:43,linear <Lpoint64> ,10000000,neighSearch,Sphere,2.5,1000,5,0.603927,0.120785,0.120581,0.00142275,1
2024-11-29-11:28:44,linear <Lpoint64> ,10000000,neighSearch,Circle,2.5,1000,5,0.808463,0.161693,0.162405,0.00198215,1
2024-11-29-11:28:45,linear <Lpoint64> ,10000000,neighSearch,Cube,2.5,1000,5,0.697571,0.139514,0.135975,0.00456267,1
2024-11-29-11:28:46,linear <Lpoint64> ,10000000,neighSearch,Square,2.5,1000,5,0.893779,0.178756,0.17617,0.00386583,1
2024-11-29-11:28:49,linear <Lpoint64> ,10000000,neighSearch,Sphere,5,1000,5,2.34251,0.468502,0.469181,0.00341572,1
2024-11-29-11:28:52,linear <Lpoint64> ,10000000,neighSearch,Circle,5,1000,5,2.66035,0.532071,0.532334,0.00219737,1
2024-11-29-11:28:55,linear <Lpoint64> ,10000000,neighSearch,Cube,5,1000,5,2.66303,0.532607,0.528193,0.00586878,1
2024-11-29-11:28:59,linear <Lpoint64> ,10000000,neighSearch,Square,5,1000,5,2.94795,0.58959,0.588491,0.00248191,1
2024-11-29-11:29:12,linear <Lpoint64> ,10000000,neighSearch,Sphere,10,1000,5,11.361,2.2722,1.68603,1.18115,1
2024-11-29-11:29:22,linear <Lpoint64> ,10000000,neighSearch,Circle,10,1000,5,8.5132,1.70264,1.70623,0.0109649,1
2024-11-29-11:29:33,linear <Lpoint64> ,10000000,neighSearch,Cube,10,1000,5,9.34276,1.86855,1.86436,0.00973066,1
2024-11-29-11:29:47,linear <Lpoint64> ,10000000,neighSearch,Square,10,1000,5,12.3108,2.46215,1.8791,1.1778,1
2024-11-29-11:29:47,linear <Lpoint64> ,10000000,numNeighSearch,Sphere,0.5,1000,5,0.0380224,0.00760448,0.00733064,0.00104356,1
2024-11-29-11:29:47,linear <Lpoint64> ,10000000,numNeighSearch,Circle,0.5,1000,5,0.0686631,0.0137326,0.0132919,0.000736476,1
2024-11-29-11:29:47,linear <Lpoint64> ,10000000,numNeighSearch,Cube,0.5,1000,5,0.039139,0.0078278,0.00817125,0.00105297,1
2024-11-29-11:29:47,linear <Lpoint64> ,10000000,numNeighSearch,Square,0.5,1000,5,0.0657213,0.0131443,0.0129507,0.000606887,1
2024-11-29-11:29:48,linear <Lpoint64> ,10000000,numNeighSearch,Sphere,1,1000,5,0.0903806,0.0180761,0.0180594,0.000714169,1
2024-11-29-11:29:48,linear <Lpoint64> ,10000000,numNeighSearch,Circle,1,1000,5,0.15111,0.030222,0.0296193,0.00202373,1
2024-11-29-11:29:48,linear <Lpoint64> ,10000000,numNeighSearch,Cube,1,1000,5,0.0938755,0.0187751,0.0187265,0.000620566,1
2024-11-29-11:29:48,linear <Lpoint64> ,10000000,numNeighSearch,Square,1,1000,5,0.148471,0.0296943,0.0298926,0.00053763,1
