date,octree,point_type,encoder,npoints,operation,kernel,radius,num_searches,sequential_searches,repeats,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2025-06-01-10:37:50,pclKD,PCLPointXYZ,NoEncoding,12219779,neighborsPclKD,Sphere,3,10000,random,5,0.148341,0.0296682,0.0283047,0.00192942,1,0.0357593,891,0,40,dynamic
2025-06-01-10:37:54,ptrOct,Point,MortonEncoder3D,12219779,neighborsPtr,Circle,0.5,10000,random,5,0.171451,0.0342903,0.0342723,0.000442911,1,0.0331569,49,0,40,dynamic
2025-06-01-10:37:54,ptrOct,Point,MortonEncoder3D,12219779,neighborsPtr,Sphere,0.5,10000,random,5,0.037006,0.0074012,0.00741114,3.44587e-05,1,0.00951818,20,0,40,dynamic
2025-06-01-10:37:55,ptrOct,Point,MortonEncoder3D,12219779,neighborsPtr,Square,0.5,10000,random,5,0.146925,0.029385,0.0291876,0.000349831,1,0.0296045,61,0,40,dynamic
2025-06-01-10:37:55,ptrOct,Point,MortonEncoder3D,12219779,neighborsPtr,Cube,0.5,10000,random,5,0.0370347,0.00740695,0.00741034,1.3142e-05,1,0.00750477,28,0,40,dynamic
2025-06-01-10:37:55,ptrOct,Point,MortonEncoder3D,12219779,neighborsPtr,Circle,1,10000,random,5,0.199182,0.0398365,0.0397012,0.000383807,1,0.0400101,197,0,40,dynamic
2025-06-01-10:37:55,ptrOct,Point,MortonEncoder3D,12219779,neighborsPtr,Sphere,1,10000,random,5,0.0678132,0.0135626,0.0135501,8.36038e-05,1,0.0137912,87,0,40,dynamic
2025-06-01-10:37:55,ptrOct,Point,MortonEncoder3D,12219779,neighborsPtr,Square,1,10000,random,5,0.199819,0.0399637,0.0399922,0.000356061,1,0.0398929,248,0,40,dynamic
2025-06-01-10:37:55,ptrOct,Point,MortonEncoder3D,12219779,neighborsPtr,Cube,1,10000,random,5,0.0675069,0.0135014,0.0134766,7.3641e-05,1,0.013626,120,0,40,dynamic
2025-06-01-10:37:56,ptrOct,Point,MortonEncoder3D,12219779,neighborsPtr,Circle,2,10000,random,5,0.327124,0.0654248,0.0653201,0.000449456,1,0.0652341,767,0,40,dynamic
2025-06-01-10:37:56,ptrOct,Point,MortonEncoder3D,12219779,neighborsPtr,Sphere,2,10000,random,5,0.149595,0.029919,0.0299326,3.25995e-05,1,0.0300081,377,0,40,dynamic
2025-06-01-10:37:56,ptrOct,Point,MortonEncoder3D,12219779,neighborsPtr,Square,2,10000,random,5,0.327396,0.0654792,0.0655303,0.000385045,1,0.0650067,965,0,40,dynamic
2025-06-01-10:37:56,ptrOct,Point,MortonEncoder3D,12219779,neighborsPtr,Cube,2,10000,random,5,0.148442,0.0296884,0.0296867,7.23451e-05,1,0.0297757,541,0,40,dynamic
2025-06-01-10:37:57,ptrOct,Point,MortonEncoder3D,12219779,neighborsPtr,Circle,3,10000,random,5,0.481095,0.096219,0.0963094,0.00075734,1,0.0964332,1683,0,40,dynamic
2025-06-01-10:37:57,ptrOct,Point,MortonEncoder3D,12219779,neighborsPtr,Sphere,3,10000,random,5,0.268533,0.0537066,0.0532989,0.000902232,1,0.0531362,908,0,40,dynamic
2025-06-01-10:37:58,ptrOct,Point,MortonEncoder3D,12219779,neighborsPtr,Square,3,10000,random,5,0.474087,0.0948173,0.094862,0.000675951,1,0.0934532,2114,0,40,dynamic
2025-06-01-10:37:58,ptrOct,Point,MortonEncoder3D,12219779,neighborsPtr,Cube,3,10000,random,5,0.262907,0.0525813,0.0524885,0.00028291,1,0.0527205,1336,0,40,dynamic
2025-06-01-10:37:59,linOct,Point,MortonEncoder3D,12219779,neighbors,Circle,0.5,10000,random,5,0.0738462,0.0147692,0.0146755,0.000207892,1,0.0158556,49,0,40,dynamic
2025-06-01-10:37:59,linOct,Point,MortonEncoder3D,12219779,neighbors,Sphere,0.5,10000,random,5,0.0180895,0.0036179,0.00362001,1.7162e-05,1,0.00369308,20,0,40,dynamic
